ticket_id,dia_semana,hora_creacion,categoria,prioridad,seniority_agente,tiempo_resolucion_hrs,incumple_sla
2396,Domingo,22,Acceso,Media,Senior,15.2,0
2397,Lunes,11,Acceso,Baja,Semi-Senior,11.4,0
2398,Domingo,1,Software,Baja,Junior,11.86,0
2399,Lunes,5,Acceso,Baja,Junior,17.28,1
2400,Lunes,16,Acceso,Baja,Senior,14.65,1
2401,Jueves,2,Acceso,Baja,Junior,17.44,0
2402,Jueves,1,Hardware,Baja,Semi-Senior,21.41,1
2403,Viernes,22,Redes,Media,Senior,3.86,0
2404,Martes,19,Software,Alta,Senior,0.5,0
2405,Miércoles,7,Redes,Baja,Semi-Senior,9.5,0
2406,Miércoles,21,Redes,Alta,Senior,0.5,0
2407,Miércoles,11,Redes,Media,Senior,6.86,0
2408,Lunes,3,Hardware,Media,Junior,12.19,1
2409,Jueves,4,Acceso,Media,Junior,15.67,0
2410,Martes,12,Software,Baja,Junior,11.11,1
2411,Lunes,14,Redes,Alta,Junior,9.36,1
2412,Domingo,22,Acceso,Media,Senior,1.06,0
2413,Jueves,15,Hardware,Alta,Semi-Senior,0.5,0
2414,Jueves,9,Redes,Media,Senior,8.21,0
2415,Sábado,22,Acceso,Alta,Semi-Senior,13.94,0
2416,Sábado,15,Hardware,Media,Semi-Senior,1.34,0
2417,Martes,11,Acceso,Baja,Semi-Senior,17.3,0
2418,Domingo,16,Software,Baja,Junior,14.27,1
2419,Martes,15,Acceso,Baja,Senior,10.96,1
2420,Martes,11,Acceso,Baja,Semi-Senior,17.22,1
2421,Lunes,7,Software,Baja,Semi-Senior,9.11,0
2422,Viernes,19,Software,Alta,Junior,9.79,0
2423,Martes,2,Acceso,Media,Senior,4.23,0
2424,Sábado,15,Software,Alta,Senior,1.66,0
2425,Viernes,12,Acceso,Alta,Semi-Senior,0.54,0
2426,Lunes,22,Redes,Media,Semi-Senior,12.9,1
2427,Viernes,18,Acceso,Alta,Semi-Senior,8.2,1
2428,Miércoles,7,Hardware,Media,Junior,21.55,1
2429,Domingo,21,Software,Alta,Junior,7.66,0
2430,Viernes,4,Redes,Baja,Semi-Senior,19.57,0
2431,Martes,19,Software,Baja,Junior,17.87,1
2432,Lunes,7,Software,Baja,Semi-Senior,7.54,1
2433,Domingo,23,Software,Media,Semi-Senior,5.47,0
2434,Martes,11,Hardware,Media,Junior,20.9,1
2435,Domingo,0,Hardware,Baja,Junior,20.66,1
2436,Sábado,20,Acceso,Baja,Junior,23.15,1
2437,Miércoles,19,Hardware,Alta,Junior,4.42,0
2438,Sábado,5,Software,Media,Semi-Senior,4.18,0
2439,Martes,21,Redes,Baja,Semi-Senior,11.43,1
2440,Martes,17,Redes,Media,Senior,7.74,0
2441,Martes,7,Redes,Media,Junior,18.78,1
2442,Jueves,6,Software,Alta,Senior,1.02,0
2443,Miércoles,0,Hardware,Baja,Junior,13.66,1
2444,Domingo,20,Redes,Baja,Semi-Senior,11.19,0
2445,Martes,15,Software,Baja,Semi-Senior,7.24,0
2446,Martes,11,Software,Baja,Semi-Senior,11.03,0
2447,Domingo,5,Redes,Alta,Semi-Senior,1.49,0
2448,Sábado,19,Redes,Baja,Junior,19.31,1
2449,Sábado,1,Acceso,Alta,Junior,12.37,0
2450,Martes,13,Acceso,Baja,Senior,12.69,0
2451,Lunes,3,Software,Alta,Junior,7.17,0
2452,Jueves,0,Acceso,Baja,Junior,11.64,1
2453,Sábado,22,Acceso,Alta,Junior,4.64,0
2454,Lunes,17,Redes,Alta,Junior,2.94,0
2455,Jueves,12,Acceso,Alta,Semi-Senior,6.33,0
2456,Martes,1,Software,Baja,Semi-Senior,10.98,0
2457,Miércoles,8,Redes,Baja,Junior,25.98,1
2458,Viernes,20,Acceso,Media,Junior,16.61,0
2459,Viernes,1,Acceso,Baja,Semi-Senior,13.92,1
2460,Martes,8,Acceso,Baja,Semi-Senior,9.97,0
2461,Sábado,0,Hardware,Baja,Senior,19.24,0
2462,Lunes,10,Acceso,Media,Senior,1.61,0
2463,Miércoles,2,Acceso,Media,Senior,2.41,0
2464,Domingo,19,Software,Baja,Semi-Senior,10.37,1
2465,Jueves,22,Acceso,Baja,Semi-Senior,21.12,1
2466,Martes,3,Hardware,Baja,Junior,15.75,0
2467,Miércoles,17,Redes,Media,Semi-Senior,4.27,0
2468,Miércoles,22,Acceso,Baja,Junior,21.48,0
2469,Sábado,5,Acceso,Baja,Senior,9.48,0
2470,Jueves,2,Software,Alta,Semi-Senior,1.53,0
2471,Miércoles,21,Acceso,Alta,Semi-Senior,4.43,0
2472,Sábado,10,Acceso,Alta,Junior,6.65,0
2473,Lunes,14,Acceso,Alta,Semi-Senior,16.34,1
2474,Sábado,21,Acceso,Baja,Junior,14.09,1
2475,Lunes,4,Redes,Media,Junior,5.12,0
2476,Lunes,19,Software,Baja,Junior,28.02,1
2477,Domingo,9,Redes,Media,Junior,12.32,0
2478,Domingo,11,Hardware,Baja,Semi-Senior,16.32,0
2479,Miércoles,14,Acceso,Media,Semi-Senior,12.84,0
2480,Sábado,16,Hardware,Media,Senior,8.24,0
2481,Domingo,9,Redes,Baja,Semi-Senior,15.57,0
2482,Lunes,5,Hardware,Media,Junior,5.23,1
2483,Domingo,17,Acceso,Baja,Senior,17.24,0
2484,Jueves,12,Hardware,Baja,Semi-Senior,11.08,0
2485,Miércoles,2,Redes,Baja,Semi-Senior,30.72,1
2486,Sábado,23,Acceso,Baja,Semi-Senior,29.4,1
2487,Sábado,9,Software,Baja,Senior,10.79,1
2488,Viernes,13,Redes,Alta,Junior,25.46,0
2489,Sábado,5,Acceso,Baja,Junior,17.1,1
2490,Miércoles,2,Software,Baja,Semi-Senior,16.33,0
2491,Jueves,15,Hardware,Baja,Junior,17.8,1
2492,Sábado,6,Hardware,Media,Senior,1.84,0
2493,Viernes,19,Hardware,Media,Semi-Senior,7.78,0
2494,Miércoles,13,Acceso,Media,Semi-Senior,4.58,0
2495,Lunes,8,Hardware,Media,Semi-Senior,,0
2496,Martes,14,Hardware,Alta,Junior,21.71,1
2497,Martes,20,Software,Alta,Senior,5.0,0
2498,Lunes,2,Software,Media,Senior,13.18,0
2499,Domingo,1,Software,Baja,Semi-Senior,13.33,1
2500,Sábado,1,Acceso,Media,Senior,7.0,0
2501,Martes,2,Redes,Media,Junior,15.64,0
2502,Domingo,17,Hardware,Media,Senior,0.5,0
2503,Martes,13,Hardware,Alta,Junior,5.59,0
2504,Lunes,19,Acceso,Media,Junior,17.05,1
2505,Sábado,17,Hardware,Alta,Junior,10.83,0
2506,Sábado,9,Acceso,Baja,Junior,12.11,1
2507,Domingo,1,Acceso,Baja,Junior,23.22,1
2508,Lunes,21,Acceso,Baja,Senior,18.95,1
2509,Domingo,0,Redes,Alta,Senior,0.5,0
2510,Sábado,3,Acceso,Alta,Junior,14.19,0
2511,Sábado,13,Redes,Media,Junior,15.43,0
2512,Miércoles,0,Redes,Media,Senior,,0
2513,Domingo,13,Hardware,Media,Junior,16.74,1
2514,Miércoles,15,Software,Alta,Junior,22.09,1
2515,Lunes,21,Redes,Alta,Semi-Senior,1.36,0
2516,Jueves,13,Redes,Media,Semi-Senior,,0
2517,Martes,19,Software,Media,Junior,21.8,0
2518,Miércoles,2,Redes,Baja,Semi-Senior,10.3,1
2519,Martes,2,Software,Media,Semi-Senior,29.62,0
2520,Viernes,8,Hardware,Baja,Junior,11.31,1
2521,Lunes,5,Acceso,Baja,Senior,5.22,0
2522,Jueves,12,Software,Alta,Semi-Senior,0.5,0
2523,Viernes,20,Acceso,Media,Junior,11.17,0
2524,Viernes,1,Software,Alta,Junior,16.75,0
2525,Sábado,7,Acceso,Baja,Junior,20.04,0
2526,Viernes,20,Hardware,Baja,Semi-Senior,15.38,1
2527,Lunes,1,Redes,Baja,Junior,16.07,1
2528,Miércoles,3,Hardware,Baja,Semi-Senior,7.45,0
2529,Lunes,14,Redes,Baja,Junior,11.88,0
2530,Miércoles,3,Acceso,Baja,Semi-Senior,7.07,0
2531,Viernes,12,Acceso,Baja,Semi-Senior,9.6,0
2532,Viernes,11,Redes,Baja,Semi-Senior,8.65,0
2533,Jueves,12,Software,Baja,Semi-Senior,13.18,0
2534,Miércoles,13,Hardware,Media,Senior,3.26,0
2535,Viernes,19,Software,Baja,Semi-Senior,9.69,1
2536,Sábado,17,Acceso,Media,Junior,9.59,0
2537,Martes,5,Hardware,Media,Semi-Senior,6.28,0
2538,Jueves,10,Hardware,Baja,Senior,5.72,0
2539,Lunes,1,Software,Alta,Junior,7.07,0
2540,Jueves,22,Redes,Media,Junior,7.42,0
2541,Martes,18,Redes,Media,Semi-Senior,3.32,0
2542,Miércoles,18,Hardware,Baja,Semi-Senior,12.91,1
2543,Lunes,4,Redes,Media,Semi-Senior,14.63,0
2544,Lunes,18,Acceso,Alta,Junior,9.02,0
2545,Miércoles,1,Software,Baja,Junior,38.48,1
2546,Domingo,9,Software,Baja,Senior,11.77,0
2547,Domingo,1,Software,Baja,Junior,24.33,1
2548,Jueves,10,Hardware,Media,Junior,6.34,0
2549,Viernes,17,Hardware,Baja,Semi-Senior,8.57,0
2550,Domingo,23,Redes,Media,Senior,5.26,0
2551,Jueves,14,Software,Baja,Semi-Senior,9.97,0
2552,Domingo,8,Acceso,Alta,Senior,9.5,0
2553,Martes,22,Acceso,Baja,Junior,19.25,1
2554,Sábado,18,Software,Baja,Junior,16.98,1
2555,Viernes,8,Hardware,Media,Junior,10.01,0
2556,Jueves,2,Hardware,Baja,Senior,11.52,0
2557,Sábado,20,Hardware,Baja,Semi-Senior,10.74,0
2558,Sábado,8,Acceso,Baja,Junior,13.34,1
2559,Domingo,13,Software,Media,Semi-Senior,10.44,0
2560,Miércoles,18,Acceso,Alta,Junior,5.25,0
2561,Martes,6,Software,Alta,Semi-Senior,6.03,0
2562,Martes,15,Acceso,Baja,Senior,27.0,1
2563,Martes,15,Acceso,Baja,Junior,26.36,1
2564,Viernes,0,Redes,Media,Junior,8.14,0
2565,Lunes,3,Acceso,Media,Junior,8.97,0
2566,Viernes,3,Software,Baja,Junior,28.72,1
2567,Jueves,6,Acceso,Baja,Junior,16.15,1
2568,Sábado,7,Redes,Baja,Semi-Senior,21.17,0
2569,Sábado,16,Redes,Media,Junior,10.79,0
2570,Lunes,4,Software,Baja,Senior,12.71,0
2571,Jueves,6,Redes,Alta,Junior,8.48,1
2572,Lunes,19,Redes,Baja,Junior,17.37,1
2573,Sábado,19,Hardware,Baja,Junior,29.17,1
2574,Domingo,3,Software,Baja,Semi-Senior,6.48,1
2575,Viernes,5,Redes,Baja,Semi-Senior,16.87,0
2576,Martes,6,Redes,Baja,Senior,11.5,1
2577,Sábado,17,Redes,Baja,Semi-Senior,21.29,1
2578,Miércoles,4,Software,Baja,Senior,12.05,0
2579,Martes,19,Hardware,Baja,Semi-Senior,16.23,1
2580,Sábado,2,Acceso,Baja,Junior,16.44,1
2581,Viernes,6,Hardware,Alta,Senior,24.74,0
2582,Lunes,21,Software,Media,Senior,0.98,0
2583,Domingo,13,Software,Media,Senior,,0
2584,Domingo,6,Software,Baja,Junior,20.81,1
2585,Martes,4,Acceso,Baja,Semi-Senior,9.93,1
2586,Viernes,21,Software,Baja,Junior,13.53,1
2587,Domingo,4,Hardware,Media,Junior,10.47,0
2588,Domingo,22,Redes,Baja,Semi-Senior,10.66,0
2589,Jueves,1,Redes,Baja,Senior,11.08,0
2590,Miércoles,20,Software,Media,Semi-Senior,8.57,0
2591,Martes,21,Software,Baja,Senior,7.48,0
2592,Lunes,5,Acceso,Baja,Junior,,0
2593,Domingo,14,Redes,Baja,Junior,14.81,1
2594,Jueves,20,Acceso,Media,Semi-Senior,6.22,0
2595,Viernes,9,Acceso,Media,Junior,4.5,0
2596,Domingo,22,Acceso,Baja,Senior,24.81,0
2597,Miércoles,23,Acceso,Baja,Junior,14.36,1
2598,Lunes,6,Hardware,Media,Semi-Senior,3.34,0
2599,Viernes,4,Software,Baja,Semi-Senior,6.93,0
2600,Viernes,0,Software,Media,Junior,,0
2601,Martes,12,Acceso,Media,Senior,1.34,0
2602,Domingo,20,Acceso,Baja,Semi-Senior,20.89,0
2603,Martes,17,Hardware,Baja,Semi-Senior,11.88,1
2604,Lunes,12,Acceso,Media,Senior,3.29,0
2605,Domingo,20,Hardware,Baja,Junior,14.2,1
2606,Sábado,20,Hardware,Baja,Senior,6.94,0
2607,Domingo,17,Acceso,Media,Junior,8.88,1
2608,Sábado,4,Software,Baja,Junior,25.62,1
2609,Viernes,12,Hardware,Baja,Senior,6.64,0
2610,Martes,3,Software,Baja,Senior,7.24,0
2611,Miércoles,16,Software,Media,Junior,5.79,0
2612,Domingo,2,Hardware,Baja,Semi-Senior,10.78,0
2613,Miércoles,16,Redes,Alta,Senior,5.69,0
2614,Domingo,10,Hardware,Media,Junior,8.58,0
2615,Viernes,20,Redes,Baja,Junior,18.84,1
2616,Martes,19,Hardware,Baja,Semi-Senior,23.58,1
2617,Lunes,22,Hardware,Baja,Junior,16.18,1
2618,Lunes,20,Software,Media,Junior,,1
2619,Lunes,3,Software,Alta,Senior,6.13,0
2620,Domingo,1,Acceso,Media,Junior,8.49,0
2621,Domingo,19,Software,Baja,Senior,5.04,0
2622,Miércoles,15,Software,Media,Semi-Senior,13.26,0
2623,Martes,17,Software,Baja,Semi-Senior,14.87,1
2624,Domingo,7,Software,Media,Semi-Senior,9.74,0
2625,Martes,2,Acceso,Media,Semi-Senior,18.32,0
2626,Miércoles,8,Software,Baja,Junior,26.31,1
2627,Domingo,19,Redes,Baja,Junior,12.33,0
2628,Lunes,5,Redes,Media,Semi-Senior,5.38,0
2629,Lunes,9,Acceso,Media,Junior,5.06,0
2630,Viernes,20,Software,Baja,Junior,11.64,1
2631,Sábado,9,Redes,Baja,Senior,13.07,0
2632,Jueves,12,Hardware,Media,Senior,20.87,0
2633,Sábado,16,Redes,Baja,Junior,19.7,1
2634,Domingo,8,Software,Baja,Junior,11.3,1
2635,Martes,16,Redes,Baja,Semi-Senior,6.43,1
2636,Domingo,23,Hardware,Baja,Senior,8.37,0
2637,Martes,8,Redes,Media,Junior,,0
2638,Martes,8,Software,Alta,Junior,6.33,0
2639,Sábado,0,Hardware,Media,Senior,5.9,0
2640,Jueves,1,Acceso,Baja,Senior,9.53,1
2641,Viernes,15,Hardware,Media,Semi-Senior,1.86,0
2642,Sábado,0,Redes,Baja,Junior,11.89,0
2643,Jueves,9,Acceso,Baja,Semi-Senior,21.11,0
2644,Lunes,17,Hardware,Alta,Semi-Senior,8.28,0
2645,Lunes,7,Hardware,Baja,Junior,17.03,1
2646,Martes,20,Hardware,Alta,Junior,11.67,1
2647,Miércoles,10,Software,Baja,Junior,18.41,1
2648,Domingo,22,Acceso,Media,Semi-Senior,8.11,0
2649,Domingo,1,Acceso,Baja,Semi-Senior,9.97,0
2650,Martes,7,Hardware,Baja,Senior,8.75,0
2651,Miércoles,21,Acceso,Baja,Semi-Senior,9.6,0
2652,Jueves,7,Redes,Alta,Senior,0.5,0
2653,Lunes,16,Redes,Media,Senior,3.5,0
2654,Domingo,14,Hardware,Alta,Junior,9.35,0
2655,Sábado,16,Redes,Media,Junior,20.98,1
2656,Miércoles,22,Hardware,Alta,Semi-Senior,5.29,0
2657,Jueves,23,Redes,Baja,Junior,11.03,1
2658,Lunes,12,Hardware,Baja,Senior,9.12,0
2659,Sábado,18,Hardware,Media,Junior,8.83,0
2660,Miércoles,4,Acceso,Media,Junior,8.87,0
2661,Martes,11,Acceso,Media,Semi-Senior,,0
2662,Martes,0,Hardware,Baja,Semi-Senior,,0
2663,Martes,22,Acceso,Baja,Semi-Senior,13.78,1
2664,Domingo,4,Acceso,Alta,Semi-Senior,,0
2665,Jueves,7,Software,Media,Junior,14.06,1
2666,Martes,12,Redes,Baja,Junior,22.0,1
2667,Domingo,7,Acceso,Media,Senior,16.45,0
2668,Viernes,22,Hardware,Alta,Junior,4.47,0
2669,Domingo,10,Software,Baja,Junior,12.63,1
2670,Lunes,0,Software,Alta,Semi-Senior,15.57,0
2671,Domingo,12,Acceso,Alta,Junior,12.17,0
2672,Jueves,18,Hardware,Alta,Semi-Senior,5.25,0
2673,Sábado,23,Hardware,Alta,Semi-Senior,6.12,0
2674,Domingo,2,Hardware,Media,Semi-Senior,5.19,0
2675,Martes,23,Hardware,Baja,Semi-Senior,8.46,1
2676,Lunes,16,Hardware,Baja,Junior,12.8,1
2677,Miércoles,4,Redes,Baja,Semi-Senior,10.89,0
2678,Martes,19,Hardware,Baja,Junior,16.81,1
2679,Lunes,20,Hardware,Baja,Junior,18.36,1
2680,Viernes,7,Redes,Baja,Semi-Senior,10.01,0
2681,Miércoles,13,Acceso,Baja,Junior,16.12,1
2682,Viernes,3,Software,Baja,Semi-Senior,21.06,1
2683,Sábado,10,Redes,Alta,Semi-Senior,1.96,0
2684,Lunes,19,Software,Baja,Senior,26.37,1
2685,Viernes,14,Software,Media,Semi-Senior,14.47,1
2686,Sábado,18,Redes,Media,Junior,14.06,0
2687,Lunes,6,Hardware,Baja,Junior,12.81,0
2688,Lunes,18,Software,Alta,Junior,6.67,0
2689,Viernes,18,Hardware,Media,Junior,18.4,0
2690,Lunes,10,Acceso,Baja,Junior,27.55,1
2691,Martes,4,Redes,Baja,Junior,14.36,1
2692,Lunes,4,Software,Baja,Semi-Senior,16.76,1
2693,Jueves,21,Hardware,Baja,Semi-Senior,15.53,0
2694,Sábado,7,Software,Baja,Semi-Senior,12.51,1
2695,Lunes,9,Acceso,Media,Semi-Senior,18.09,1
2696,Jueves,5,Acceso,Alta,Semi-Senior,4.07,0
2697,Lunes,14,Software,Media,Semi-Senior,5.99,1
2698,Lunes,15,Redes,Baja,Semi-Senior,6.69,1
2699,Viernes,16,Acceso,Baja,Junior,23.76,1
2700,Martes,7,Hardware,Baja,Semi-Senior,11.78,1
2701,Sábado,7,Acceso,Baja,Semi-Senior,11.07,1
2702,Martes,8,Hardware,Baja,Junior,13.24,1
2703,Miércoles,1,Software,Alta,Junior,34.89,0
2704,Viernes,14,Hardware,Baja,Junior,28.64,1
2705,Viernes,17,Software,Alta,Semi-Senior,9.18,0
2706,Martes,2,Acceso,Baja,Semi-Senior,12.91,1
2707,Domingo,16,Redes,Alta,Junior,,1
2708,Viernes,3,Acceso,Media,Junior,6.85,0
2709,Martes,3,Acceso,Media,Senior,5.62,0
2710,Viernes,13,Acceso,Baja,Junior,12.04,1
2711,Lunes,8,Acceso,Alta,Junior,11.13,0
2712,Martes,8,Redes,Alta,Junior,9.13,0
2713,Martes,22,Acceso,Media,Semi-Senior,7.33,1
2714,Jueves,17,Hardware,Media,Semi-Senior,18.45,0
2715,Viernes,9,Redes,Media,Semi-Senior,3.97,0
2716,Viernes,20,Redes,Baja,Senior,5.95,1
2717,Martes,3,Hardware,Media,Semi-Senior,2.7,0
2718,Lunes,11,Software,Alta,Junior,4.61,0
2719,Lunes,7,Acceso,Baja,Semi-Senior,32.9,1
2720,Sábado,1,Redes,Baja,Junior,14.15,0
2721,Lunes,21,Acceso,Baja,Semi-Senior,21.09,1
2722,Viernes,12,Acceso,Media,Junior,8.7,1
2723,Domingo,20,Hardware,Baja,Semi-Senior,12.75,1
2724,Jueves,15,Hardware,Baja,Junior,13.63,1
2725,Martes,1,Hardware,Baja,Senior,16.84,1
2726,Miércoles,10,Acceso,Media,Junior,5.28,0
2727,Jueves,9,Redes,Baja,Semi-Senior,11.11,0
2728,Domingo,14,Redes,Media,Junior,18.57,1
2729,Miércoles,16,Software,Baja,Senior,6.93,0
2730,Jueves,7,Acceso,Media,Semi-Senior,2.26,0
2731,Lunes,17,Software,Alta,Junior,9.57,0
2732,Viernes,22,Software,Baja,Senior,7.27,0
2733,Domingo,8,Software,Baja,Junior,22.87,1
2734,Miércoles,7,Software,Alta,Semi-Senior,5.14,0
2735,Domingo,13,Software,Baja,Semi-Senior,23.61,1
2736,Jueves,17,Acceso,Baja,Junior,14.78,0
2737,Viernes,21,Hardware,Alta,Senior,5.36,0
2738,Domingo,19,Software,Alta,Junior,7.76,0
2739,Miércoles,19,Redes,Media,Junior,7.0,1
2740,Martes,20,Acceso,Baja,Senior,16.7,0
2741,Jueves,11,Software,Baja,Semi-Senior,10.76,0
2742,Martes,18,Redes,Baja,Junior,11.49,1
2743,Lunes,13,Software,Media,Junior,11.63,0
2744,Martes,16,Hardware,Media,Semi-Senior,3.84,0
2745,Martes,23,Acceso,Alta,Junior,4.3,0
2746,Sábado,20,Hardware,Baja,Senior,10.78,1
2747,Jueves,2,Redes,Media,Semi-Senior,6.01,0
2748,Lunes,22,Software,Baja,Junior,14.1,1
2749,Martes,6,Hardware,Baja,Junior,17.28,1
2750,Viernes,16,Hardware,Media,Semi-Senior,6.54,0
2751,Miércoles,11,Software,Baja,Junior,30.4,1
2752,Martes,8,Acceso,Media,Semi-Senior,,0
2753,Lunes,14,Redes,Media,Senior,7.84,0
2754,Martes,17,Acceso,Alta,Semi-Senior,,0
2755,Miércoles,20,Redes,Media,Semi-Senior,8.33,0
2756,Lunes,12,Redes,Alta,Junior,8.24,0
2757,Jueves,20,Hardware,Media,Semi-Senior,2.76,0
2758,Lunes,7,Software,Baja,Semi-Senior,8.98,1
2759,Jueves,13,Acceso,Baja,Semi-Senior,11.48,0
2760,Lunes,7,Hardware,Media,Junior,16.22,0
2761,Domingo,13,Hardware,Media,Senior,3.1,0
2762,Miércoles,6,Hardware,Media,Junior,10.51,0
2763,Miércoles,22,Acceso,Baja,Semi-Senior,7.88,1
2764,Lunes,11,Hardware,Baja,Semi-Senior,18.47,1
2765,Domingo,10,Software,Baja,Semi-Senior,8.13,0
2766,Martes,21,Hardware,Media,Junior,11.17,1
2767,Miércoles,21,Hardware,Media,Semi-Senior,4.64,0
2768,Jueves,10,Redes,Media,Junior,9.42,1
2769,Jueves,21,Hardware,Baja,Semi-Senior,18.15,0
2770,Viernes,12,Acceso,Baja,Junior,14.38,1
2771,Sábado,17,Acceso,Media,Junior,6.93,0
2772,Domingo,1,Software,Media,Junior,20.34,1
2773,Sábado,20,Acceso,Baja,Senior,,0
2774,Sábado,14,Acceso,Media,Semi-Senior,6.45,0
2775,Jueves,19,Hardware,Baja,Semi-Senior,11.14,0
2776,Viernes,17,Software,Media,Semi-Senior,4.84,0
2777,Sábado,14,Acceso,Alta,Senior,3.82,0
2778,Sábado,18,Software,Media,Junior,9.24,0
2779,Lunes,22,Software,Media,Semi-Senior,5.86,0
2780,Lunes,23,Redes,Baja,Semi-Senior,10.83,1
2781,Lunes,11,Redes,Media,Junior,8.96,1
2782,Martes,12,Hardware,Media,Junior,14.96,0
2783,Sábado,21,Acceso,Media,Junior,20.1,1
2784,Martes,10,Hardware,Media,Junior,9.81,0
2785,Viernes,4,Hardware,Baja,Junior,15.7,0
2786,Domingo,0,Software,Alta,Junior,17.31,0
2787,Jueves,23,Software,Media,Semi-Senior,4.4,0
2788,Sábado,2,Software,Baja,Junior,16.91,0
2789,Jueves,21,Hardware,Media,Junior,10.66,1
2790,Domingo,18,Acceso,Baja,Senior,7.24,0
2791,Lunes,22,Hardware,Baja,Semi-Senior,11.03,1
2792,Sábado,6,Hardware,Baja,Junior,11.08,1
2793,Miércoles,11,Hardware,Media,Semi-Senior,6.37,0
2794,Martes,14,Redes,Alta,Junior,5.67,0
2795,Martes,4,Redes,Media,Junior,7.84,0
2796,Sábado,14,Acceso,Media,Junior,16.05,1
2797,Domingo,7,Redes,Baja,Senior,16.82,0
2798,Lunes,9,Hardware,Baja,Semi-Senior,10.62,0
2799,Martes,15,Redes,Baja,Semi-Senior,8.72,0
2800,Lunes,7,Redes,Media,Senior,8.59,0
2801,Viernes,0,Hardware,Alta,Senior,0.5,0
2802,Jueves,11,Acceso,Baja,Semi-Senior,11.45,0
2803,Domingo,4,Redes,Media,Semi-Senior,0.5,0
2804,Miércoles,2,Hardware,Alta,Junior,8.26,0
2805,Jueves,0,Hardware,Baja,Junior,21.21,0
2806,Jueves,3,Hardware,Media,Semi-Senior,11.13,0
2807,Viernes,7,Software,Media,Semi-Senior,15.85,0
2808,Martes,2,Hardware,Media,Senior,0.79,0
2809,Miércoles,9,Redes,Baja,Semi-Senior,7.28,0
2810,Martes,1,Redes,Media,Semi-Senior,2.17,0
2811,Sábado,10,Hardware,Media,Semi-Senior,,0
2812,Jueves,9,Software,Baja,Junior,20.23,1
2813,Sábado,20,Software,Media,Semi-Senior,9.48,0
2814,Lunes,13,Software,Baja,Semi-Senior,19.04,1
2815,Jueves,6,Redes,Alta,Semi-Senior,0.99,0
2816,Martes,1,Software,Media,Semi-Senior,10.79,1
2817,Jueves,8,Acceso,Alta,Junior,13.82,0
2818,Lunes,15,Acceso,Baja,Semi-Senior,18.39,0
2819,Viernes,12,Software,Baja,Semi-Senior,11.53,1
2820,Sábado,8,Acceso,Baja,Semi-Senior,9.67,1
2821,Sábado,19,Hardware,Baja,Semi-Senior,17.89,1
2822,Martes,3,Software,Baja,Junior,11.63,0
2823,Jueves,21,Software,Media,Junior,5.3,1
2824,Martes,9,Software,Baja,Junior,18.34,0
2825,Viernes,21,Hardware,Media,Semi-Senior,2.8,0
2826,Jueves,11,Hardware,Baja,Semi-Senior,10.78,0
2827,Jueves,16,Software,Media,Senior,8.19,0
2828,Martes,13,Redes,Media,Junior,6.85,0
2829,Martes,13,Redes,Media,Junior,8.59,1
2830,Lunes,1,Acceso,Alta,Semi-Senior,7.78,0
2831,Domingo,20,Hardware,Baja,Semi-Senior,14.31,0
2832,Domingo,19,Acceso,Baja,Semi-Senior,17.84,1
2833,Viernes,10,Acceso,Baja,Senior,8.92,0
2834,Domingo,15,Software,Baja,Senior,13.25,0
2835,Lunes,18,Redes,Media,Junior,6.64,1
2836,Sábado,22,Acceso,Baja,Senior,16.25,1
2837,Jueves,5,Software,Media,Junior,11.73,0
2838,Martes,23,Hardware,Baja,Semi-Senior,28.93,1
2839,Jueves,18,Acceso,Alta,Semi-Senior,2.91,0
2840,Jueves,4,Redes,Alta,Semi-Senior,12.64,0
2841,Miércoles,3,Hardware,Baja,Junior,21.76,1
2842,Sábado,14,Software,Baja,Junior,24.35,1
2843,Miércoles,3,Hardware,Alta,Semi-Senior,,0
2844,Domingo,19,Acceso,Alta,Junior,9.79,0
2845,Jueves,9,Hardware,Baja,Junior,13.27,0
2846,Martes,23,Hardware,Baja,Semi-Senior,8.68,1
2847,Jueves,21,Hardware,Alta,Semi-Senior,1.29,0
2848,Sábado,2,Redes,Media,Semi-Senior,4.44,0
2849,Miércoles,4,Acceso,Baja,Junior,13.63,1
2850,Martes,5,Software,Media,Senior,0.5,0
2851,Jueves,20,Redes,Alta,Junior,11.4,0
2852,Viernes,21,Acceso,Alta,Senior,4.8,0
2853,Sábado,7,Software,Media,Semi-Senior,4.82,0
2854,Sábado,6,Software,Media,Semi-Senior,5.79,1
2855,Viernes,20,Software,Baja,Senior,11.07,0
2856,Jueves,9,Acceso,Alta,Junior,5.19,0
2857,Sábado,5,Software,Baja,Junior,15.99,1
2858,Martes,13,Software,Alta,Semi-Senior,10.58,0
2859,Jueves,3,Redes,Baja,Junior,12.22,1
2860,Jueves,12,Software,Alta,Semi-Senior,10.01,0
2861,Miércoles,19,Hardware,Baja,Junior,28.82,1
2862,Sábado,16,Redes,Media,Senior,10.77,0
2863,Sábado,22,Redes,Baja,Semi-Senior,9.58,1
2864,Viernes,6,Acceso,Media,Junior,13.66,1
2865,Miércoles,3,Software,Alta,Senior,0.5,0
2866,Domingo,13,Hardware,Media,Junior,10.84,0
2867,Miércoles,2,Hardware,Media,Junior,19.38,0
2868,Sábado,23,Software,Baja,Junior,21.13,1
2869,Jueves,4,Software,Alta,Semi-Senior,0.5,0
2870,Miércoles,15,Acceso,Media,Semi-Senior,4.69,0
